date_mutation,commune,code_postal,zone_toulon,numero_voie,type_voie,voie,adresse_complete,type_local,nombre_pieces,surface_reelle_bati,valeur_fonciere,prix_m2
13/02/2023,TOULON,83000,Centre / Littoral,78,CRS,LAFAYETTE,78 CRS LAFAYETTE,Appartement,1.0,36.0,90000.0,2500.0
16/02/2023,TOULON,83100,Est Toulon,881,AV,JOSEPH GASQUET,881 AV JOSEPH GASQUET,Appartement,4.0,68.0,120000.0,1764.71
08/02/2023,TOULON,83100,Est Toulon,3,RUE,RICHELIEU,3 RUE RICHELIEU,Appartement,2.0,33.0,90000.0,2727.27
02/02/2023,TOULON,83200,Ouest Toulon,651,AV,DU 15E CORPS,651 AV DU 15E CORPS,Appartement,2.0,40.0,78000.0,1950.0
07/02/2023,TOULON,83200,Ouest Toulon,7,RUE,JEANNE D ARC,7 RUE JEANNE D ARC,Appartement,3.0,53.0,114000.0,2150.94
09/02/2023,TOULON,83200,Ouest Toulon,331,BD,PABAN,331 BD PABAN,Appartement,4.0,70.0,168500.0,2407.14
07/02/2023,TOULON,83200,Ouest Toulon,2,RUE,DANIELLE CASANOVA,2 RUE DANIELLE CASANOVA,Appartement,3.0,54.0,152000.0,2814.81
10/02/2023,TOULON,83000,Centre / Littoral,18,RUE,JEANNE HACHETTE,18 RUE JEANNE HACHETTE,Appartement,3.0,57.0,416000.0,7298.25
10/02/2023,TOULON,83000,Centre / Littoral,18,RUE,JEANNE HACHETTE,18 RUE JEANNE HACHETTE,Appartement,2.0,30.0,416000.0,13866.67
10/02/2023,TOULON,83000,Centre / Littoral,18,RUE,JEANNE HACHETTE,18 RUE JEANNE HACHETTE,Appartement,3.0,65.0,416000.0,6400.0
10/02/2023,TOULON,83000,Centre / Littoral,18,RUE,JEANNE HACHETTE,18 RUE JEANNE HACHETTE,Appartement,1.0,15.0,416000.0,27733.33
09/02/2023,TOULON,83000,Centre / Littoral,25,RUE,PAUL LENDRIN,25 RUE PAUL LENDRIN,Appartement,3.0,80.0,199000.0,2487.5
09/02/2023,TOULON,83200,Ouest Toulon,84,RUE,DES MARGUERITES,84 RUE DES MARGUERITES,Appartement,4.0,56.0,120000.0,2142.86
19/01/2023,TOULON,83200,Ouest Toulon,9001,,LES MONIQUES,9001  LES MONIQUES,Appartement,4.0,69.0,196000.0,2840.58
01/02/2023,TOULON,83000,Centre / Littoral,25,RUE,GEN LOUIS DE PARTOUNEAUX,25 RUE GEN LOUIS DE PARTOUNEAUX,Appartement,2.0,46.0,160000.0,3478.26
07/02/2023,TOULON,83100,Est Toulon,120,RUE,PROFESSEUR ROUX,120 RUE PROFESSEUR ROUX,Appartement,3.0,72.0,330000.0,4583.33
07/02/2023,TOULON,83100,Est Toulon,120,RUE,PROFESSEUR ROUX,120 RUE PROFESSEUR ROUX,Appartement,3.0,65.0,330000.0,5076.92
07/02/2023,TOULON,83100,Est Toulon,120,RUE,PROFESSEUR ROUX,120 RUE PROFESSEUR ROUX,Appartement,3.0,74.0,330000.0,4459.46
07/02/2023,TOULON,83100,Est Toulon,120,RUE,PROFESSEUR ROUX,120 RUE PROFESSEUR ROUX,Appartement,2.0,46.0,330000.0,7173.91
07/02/2023,TOULON,83100,Est Toulon,120,RUE,PROFESSEUR ROUX,120 RUE PROFESSEUR ROUX,Appartement,3.0,60.0,330000.0,5500.0
07/02/2023,TOULON,83100,Est Toulon,120,RUE,PROFESSEUR ROUX,120 RUE PROFESSEUR ROUX,Appartement,1.0,34.0,330000.0,9705.88
25/01/2023,TOULON,83100,Est Toulon,300,RUE,DES GENEVRIERS,300 RUE DES GENEVRIERS,Maison,4.0,83.0,378400.0,4559.04
08/02/2023,TOULON,83000,Centre / Littoral,5,RUE,ALBERT GUILLOT,5 RUE ALBERT GUILLOT,Appartement,3.0,64.0,220500.0,3445.31
17/02/2023,TOULON,83200,Ouest Toulon,81,RUE,CASSINI,81 RUE CASSINI,Appartement,4.0,66.0,210200.0,3184.85
25/01/2023,TOULON,83200,Ouest Toulon,57,BD,BIANCHI,57 BD BIANCHI,Maison,2.0,90.0,355000.0,3944.44
26/01/2023,TOULON,83200,Ouest Toulon,9001,RUE,VALENTIN HAUY,9001 RUE VALENTIN HAUY,Appartement,3.0,57.0,110000.0,1929.82
26/01/2023,TOULON,83200,Ouest Toulon,9001,RUE,VALENTIN HAUY,9001 RUE VALENTIN HAUY,Appartement,3.0,60.0,110000.0,1833.33
27/01/2023,TOULON,83200,Ouest Toulon,298,BD,DOCTEUR FRANCOIS FENELON,298 BD DOCTEUR FRANCOIS FENELON,Appartement,3.0,77.0,108000.0,1402.6
21/02/2023,TOULON,83000,Centre / Littoral,127,AV,DU PORT DE PLAISANCE,127 AV DU PORT DE PLAISANCE,Appartement,3.0,59.0,225000.0,3813.56
14/02/2023,TOULON,83200,Ouest Toulon,5,RUE,SAINTE ANDREA,5 RUE SAINTE ANDREA,Appartement,3.0,52.0,104000.0,2000.0
15/02/2023,TOULON,83200,Ouest Toulon,92,BD,BOURCIER,92 BD BOURCIER,Maison,4.0,60.0,137000.0,2283.33
07/02/2023,TOULON,83100,Est Toulon,9010,BD,DU 11 NOVEMBRE 1918,9010 BD DU 11 NOVEMBRE 1918,Appartement,3.0,60.0,142500.0,2375.0
15/02/2023,TOULON,83000,Centre / Littoral,40,RUE,VICTOR CLAPPIER,40 RUE VICTOR CLAPPIER,Appartement,5.0,76.0,29000.0,381.58
08/02/2023,TOULON,83200,Ouest Toulon,281,AV,ANDRE LE CHATELIER,281 AV ANDRE LE CHATELIER,Appartement,2.0,40.0,340000.0,8500.0
08/02/2023,TOULON,83200,Ouest Toulon,281,AV,ANDRE LE CHATELIER,281 AV ANDRE LE CHATELIER,Appartement,3.0,45.0,340000.0,7555.56
03/02/2023,TOULON,83200,Ouest Toulon,348,BD,DE L ESCAILLON,348 BD DE L ESCAILLON,Appartement,4.0,77.0,190500.0,2474.03
08/02/2023,TOULON,83000,Centre / Littoral,9100,AV,LENOIR SARRAIRE,9100 AV LENOIR SARRAIRE,Appartement,2.0,52.0,140000.0,2692.31
10/02/2023,TOULON,83200,Ouest Toulon,27,AV,DU LAS,27 AV DU LAS,Appartement,5.0,86.0,133000.0,1546.51
14/02/2023,TOULON,83100,Est Toulon,44,RUE,DE GENEVE,44 RUE DE GENEVE,Appartement,1.0,30.0,85000.0,2833.33
09/02/2023,TOULON,83100,Est Toulon,10,RUE,REGIMBAUD,10 RUE REGIMBAUD,Appartement,3.0,31.0,87000.0,2806.45
09/02/2023,TOULON,83100,Est Toulon,10,RUE,REGIMBAUD,10 RUE REGIMBAUD,Appartement,4.0,80.0,87000.0,1087.5
03/02/2023,TOULON,83000,Centre / Littoral,120,AV,AMIRAL COLLET,120 AV AMIRAL COLLET,Appartement,4.0,81.0,214000.0,2641.98
10/02/2023,TOULON,83100,Est Toulon,9,RUE,LIEUTENANT THIERRY,9 RUE LIEUTENANT THIERRY,Appartement,4.0,68.0,148700.0,2186.76
15/02/2023,TOULON,83200,Ouest Toulon,505,CHE,DES BONNES HERBES,505 CHE DES BONNES HERBES,Appartement,3.0,60.0,284110.0,4735.17
14/02/2023,TOULON,83200,Ouest Toulon,20,BD,DE PARIS,20 BD DE PARIS,Appartement,4.0,60.0,151626.0,2527.1
10/02/2023,TOULON,83200,Ouest Toulon,144,RTE,DE PLAISANCE,144 RTE DE PLAISANCE,Appartement,2.0,35.0,117000.0,3342.86
08/02/2023,TOULON,83000,Centre / Littoral,6,PL,VINCENT RASPAIL,6 PL VINCENT RASPAIL,Appartement,1.0,21.0,76000.0,3619.05
07/02/2023,TOULON,83200,Ouest Toulon,9001,CITE,LAS PLAISANCE,9001 CITE LAS PLAISANCE,Appartement,4.0,64.0,141000.0,2203.12
10/02/2023,TOULON,83000,Centre / Littoral,4,RUE,PAUL ARENE,4 RUE PAUL ARENE,Appartement,4.0,89.0,190000.0,2134.83
07/02/2023,TOULON,83200,Ouest Toulon,329,AV,DU 1ER BATAILLON CHOC,329 AV DU 1ER BATAILLON CHOC,Appartement,2.0,50.0,210000.0,4200.0
21/02/2023,TOULON,83100,Est Toulon,236,ALL,DU PARC SAINT JEAN,236 ALL DU PARC SAINT JEAN,Maison,4.0,106.0,522700.0,4931.13
06/02/2023,TOULON,83200,Ouest Toulon,3,AV,DOCTEUR DOYEN,3 AV DOCTEUR DOYEN,Appartement,3.0,91.0,189100.0,2078.02
17/02/2023,TOULON,83100,Est Toulon,87,RUE,DE SUEZ,87 RUE DE SUEZ,Appartement,4.0,66.0,135000.0,2045.45
17/02/2023,TOULON,83000,Centre / Littoral,85,ALL,DU 8 MAI 1945,85 ALL DU 8 MAI 1945,Appartement,3.0,53.0,145000.0,2735.85
13/02/2023,TOULON,83000,Centre / Littoral,10,RUE,GEORGE SAND,10 RUE GEORGE SAND,Appartement,2.0,54.0,117000.0,2166.67
21/02/2023,TOULON,83000,Centre / Littoral,627,BD,JEAN BAPTISTE ABEL,627 BD JEAN BAPTISTE ABEL,Appartement,3.0,70.0,271000.0,3871.43
10/02/2023,TOULON,83200,Ouest Toulon,238,AV,DES FUSILIERS MARINS,238 AV DES FUSILIERS MARINS,Appartement,3.0,78.0,159840.0,2049.23
10/02/2023,TOULON,83200,Ouest Toulon,238,AV,DES FUSILIERS MARINS,238 AV DES FUSILIERS MARINS,Appartement,3.0,73.0,159840.0,2189.59
09/02/2023,TOULON,83000,Centre / Littoral,17,RUE,CHARLES PONCY,17 RUE CHARLES PONCY,Appartement,2.0,30.0,70000.0,2333.33
10/02/2023,TOULON,83200,Ouest Toulon,5,CHE,DU PONT DE BOIS,5 CHE DU PONT DE BOIS,Appartement,1.0,33.0,102000.0,3090.91
20/02/2023,TOULON,83000,Centre / Littoral,230,RUE,GENERAL MICHEL AUDEOUD,230 RUE GENERAL MICHEL AUDEOUD,Appartement,4.0,62.0,175000.0,2822.58
14/02/2023,TOULON,83100,Est Toulon,119,RUE,COLONEL LANGLOIS,119 RUE COLONEL LANGLOIS,Maison,4.0,160.0,332500.0,2078.12
10/02/2023,TOULON,83000,Centre / Littoral,273,AV,LOUIS BARTHOU,273 AV LOUIS BARTHOU,Appartement,2.0,53.0,202020.0,3811.7
27/01/2023,TOULON,83200,Ouest Toulon,1267,COR,MARIUS ESCARTEFIGUE,1267 COR MARIUS ESCARTEFIGUE,Appartement,3.0,75.0,360000.0,4800.0
10/02/2023,TOULON,83000,Centre / Littoral,1,BD,GEORGES RICHARD,1 BD GEORGES RICHARD,Appartement,2.0,37.0,89000.0,2405.41
14/02/2023,TOULON,83000,Centre / Littoral,518,BD,BAZEILLES,518 BD BAZEILLES,Appartement,4.0,70.0,228000.0,3257.14
17/02/2023,TOULON,83200,Ouest Toulon,7,RUE,CANROBERT,7 RUE CANROBERT,Maison,4.0,100.0,330000.0,3300.0
26/01/2023,TOULON,83100,Est Toulon,1485,AV,JOSEPH LOUIS ORTOLAN,1485 AV JOSEPH LOUIS ORTOLAN,Appartement,4.0,77.0,250000.0,3246.75
09/02/2023,TOULON,83000,Centre / Littoral,4,PL,A L HUILE,4 PL A L HUILE,Appartement,2.0,44.0,112000.0,2545.45
10/02/2023,TOULON,83200,Ouest Toulon,457,QUAI,EMILE GRENIER,457 QUAI EMILE GRENIER,Appartement,3.0,77.0,171200.0,2223.38
